person,performance,camera_id,clip_index,source_path,clip_path,start_frame,end_frame_exclusive,clip_len,source_fps,output_fps,source_frame_count,width,height,padded_frames,selection_score,score_source,selection_reason
wangxing,FaYin1,124071016307,2,data/video/canon/FaYin1/124071016307.mp4,data/video/FaYin1/124071016307_clip0002.mp4,316,405,89,24.0,24.0,463,576,1024,0,0.07754714041948318,audio_rms,active_segment_338_382
wangxing,FaYin2,124071016307,1,data/video/canon/FaYin2/124071016307.mp4,data/video/FaYin2/124071016307_clip0001.mp4,69,158,89,24.0,24.0,377,576,1024,0,0.08062689006328583,audio_rms,active_segment_91_206
wangxing,FaYin2,124071016307,2,data/video/canon/FaYin2/124071016307.mp4,data/video/FaYin2/124071016307_clip0002.mp4,79,168,89,24.0,24.0,377,576,1024,0,0.08456451445817947,audio_rms,active_segment_91_206
wangxing,FaYin2,124071016307,3,data/video/canon/FaYin2/124071016307.mp4,data/video/FaYin2/124071016307_clip0003.mp4,89,178,89,24.0,24.0,377,576,1024,0,0.0857277438044548,audio_rms,active_segment_91_206
wangxing,FaYin2,124071016307,4,data/video/canon/FaYin2/124071016307.mp4,data/video/FaYin2/124071016307_clip0004.mp4,99,188,89,24.0,24.0,377,576,1024,0,0.08894851803779602,audio_rms,active_segment_91_206
wangxing,FaYin2,124071016307,5,data/video/canon/FaYin2/124071016307.mp4,data/video/FaYin2/124071016307_clip0005.mp4,109,198,89,24.0,24.0,377,576,1024,0,0.08824851363897324,audio_rms,active_segment_91_206
wangxing,FaYin2,124071016307,6,data/video/canon/FaYin2/124071016307.mp4,data/video/FaYin2/124071016307_clip0006.mp4,119,208,89,24.0,24.0,377,576,1024,0,0.08579449355602264,audio_rms,active_segment_91_206
wangxing,FaYin2,124071016307,7,data/video/canon/FaYin2/124071016307.mp4,data/video/FaYin2/124071016307_clip0007.mp4,129,218,89,24.0,24.0,377,576,1024,0,0.07738710939884186,audio_rms,active_segment_91_206
wangxing,FaYin2,124071016307,8,data/video/canon/FaYin2/124071016307.mp4,data/video/FaYin2/124071016307_clip0008.mp4,139,228,89,24.0,24.0,377,576,1024,0,0.07330682873725891,audio_rms,active_segment_91_206
wangxing,FenNu,124071016307,1,data/video/canon/FenNu/124071016307.mp4,data/video/FenNu/124071016307_clip0001.mp4,121,210,89,24.0,24.0,399,576,1024,0,0.034573160111904144,audio_rms,active_segment_143_200
wangxing,FenNu,124071016307,2,data/video/canon/FenNu/124071016307.mp4,data/video/FenNu/124071016307_clip0002.mp4,131,220,89,24.0,24.0,399,576,1024,0,0.03445916622877121,audio_rms,active_segment_143_200
wangxing,FenNu,124071016307,3,data/video/canon/FenNu/124071016307.mp4,data/video/FenNu/124071016307_clip0003.mp4,133,222,89,24.0,24.0,399,576,1024,0,0.03452529013156891,audio_rms,active_segment_143_200_tail
wangxing,FenNu,124071016307,4,data/video/canon/FenNu/124071016307.mp4,data/video/FenNu/124071016307_clip0004.mp4,288,377,89,24.0,24.0,399,576,1024,0,0.030967487022280693,audio_rms,active_segment_310_362
wangxing,FenNu,124071016307,5,data/video/canon/FenNu/124071016307.mp4,data/video/FenNu/124071016307_clip0005.mp4,295,384,89,24.0,24.0,399,576,1024,0,0.03197818249464035,audio_rms,active_segment_310_362_tail
wangxing,FuYin,124071016307,1,data/video/canon/FuYin/124071016307.mp4,data/video/FuYin/124071016307_clip0001.mp4,0,89,89,24.0,24.0,490,576,1024,0,0.03243927285075188,audio_rms,active_segment_0_490
wangxing,FuYin,124071016307,2,data/video/canon/FuYin/124071016307.mp4,data/video/FuYin/124071016307_clip0002.mp4,10,99,89,24.0,24.0,490,576,1024,0,0.0369207002222538,audio_rms,active_segment_0_490
wangxing,FuYin,124071016307,3,data/video/canon/FuYin/124071016307.mp4,data/video/FuYin/124071016307_clip0003.mp4,20,109,89,24.0,24.0,490,576,1024,0,0.03737771138548851,audio_rms,active_segment_0_490
wangxing,FuYin,124071016307,4,data/video/canon/FuYin/124071016307.mp4,data/video/FuYin/124071016307_clip0004.mp4,30,119,89,24.0,24.0,490,576,1024,0,0.037690404802560806,audio_rms,active_segment_0_490
wangxing,FuYin,124071016307,5,data/video/canon/FuYin/124071016307.mp4,data/video/FuYin/124071016307_clip0005.mp4,40,129,89,24.0,24.0,490,576,1024,0,0.04093371704220772,audio_rms,active_segment_0_490
wangxing,FuYin,124071016307,6,data/video/canon/FuYin/124071016307.mp4,data/video/FuYin/124071016307_clip0006.mp4,50,139,89,24.0,24.0,490,576,1024,0,0.0412793792784214,audio_rms,active_segment_0_490
wangxing,FuYin,124071016307,7,data/video/canon/FuYin/124071016307.mp4,data/video/FuYin/124071016307_clip0007.mp4,60,149,89,24.0,24.0,490,576,1024,0,0.03970072418451309,audio_rms,active_segment_0_490
wangxing,FuYin,124071016307,8,data/video/canon/FuYin/124071016307.mp4,data/video/FuYin/124071016307_clip0008.mp4,70,159,89,24.0,24.0,490,576,1024,0,0.04172341153025627,audio_rms,active_segment_0_490
wangxing,FuYin,124071016307,9,data/video/canon/FuYin/124071016307.mp4,data/video/FuYin/124071016307_clip0009.mp4,80,169,89,24.0,24.0,490,576,1024,0,0.04240097478032112,audio_rms,active_segment_0_490
wangxing,FuYin,124071016307,10,data/video/canon/FuYin/124071016307.mp4,data/video/FuYin/124071016307_clip0010.mp4,90,179,89,24.0,24.0,490,576,1024,0,0.04206860065460205,audio_rms,active_segment_0_490
wangxing,FuYin,124071016307,11,data/video/canon/FuYin/124071016307.mp4,data/video/FuYin/124071016307_clip0011.mp4,100,189,89,24.0,24.0,490,576,1024,0,0.03906336426734924,audio_rms,active_segment_0_490
wangxing,FuYin,124071016307,12,data/video/canon/FuYin/124071016307.mp4,data/video/FuYin/124071016307_clip0012.mp4,110,199,89,24.0,24.0,490,576,1024,0,0.03976857289671898,audio_rms,active_segment_0_490
wangxing,FuYin,124071016307,13,data/video/canon/FuYin/124071016307.mp4,data/video/FuYin/124071016307_clip0013.mp4,120,209,89,24.0,24.0,490,576,1024,0,0.03938433155417442,audio_rms,active_segment_0_490
wangxing,FuYin,124071016307,14,data/video/canon/FuYin/124071016307.mp4,data/video/FuYin/124071016307_clip0014.mp4,130,219,89,24.0,24.0,490,576,1024,0,0.0368322916328907,audio_rms,active_segment_0_490
wangxing,FuYin,124071016307,15,data/video/canon/FuYin/124071016307.mp4,data/video/FuYin/124071016307_clip0015.mp4,140,229,89,24.0,24.0,490,576,1024,0,0.03819863498210907,audio_rms,active_segment_0_490
wangxing,FuYin,124071016307,16,data/video/canon/FuYin/124071016307.mp4,data/video/FuYin/124071016307_clip0016.mp4,150,239,89,24.0,24.0,490,576,1024,0,0.038089603185653687,audio_rms,active_segment_0_490
wangxing,FuYin,124071016307,17,data/video/canon/FuYin/124071016307.mp4,data/video/FuYin/124071016307_clip0017.mp4,160,249,89,24.0,24.0,490,576,1024,0,0.03532106801867485,audio_rms,active_segment_0_490
wangxing,FuYin,124071016307,18,data/video/canon/FuYin/124071016307.mp4,data/video/FuYin/124071016307_clip0018.mp4,170,259,89,24.0,24.0,490,576,1024,0,0.03564392775297165,audio_rms,active_segment_0_490
wangxing,FuYin,124071016307,19,data/video/canon/FuYin/124071016307.mp4,data/video/FuYin/124071016307_clip0019.mp4,180,269,89,24.0,24.0,490,576,1024,0,0.03772978484630585,audio_rms,active_segment_0_490
wangxing,FuYin,124071016307,20,data/video/canon/FuYin/124071016307.mp4,data/video/FuYin/124071016307_clip0020.mp4,190,279,89,24.0,24.0,490,576,1024,0,0.03677681088447571,audio_rms,active_segment_0_490
wangxing,FuYin,124071016307,21,data/video/canon/FuYin/124071016307.mp4,data/video/FuYin/124071016307_clip0021.mp4,200,289,89,24.0,24.0,490,576,1024,0,0.036797087639570236,audio_rms,active_segment_0_490
wangxing,FuYin,124071016307,22,data/video/canon/FuYin/124071016307.mp4,data/video/FuYin/124071016307_clip0022.mp4,210,299,89,24.0,24.0,490,576,1024,0,0.03792843222618103,audio_rms,active_segment_0_490
wangxing,FuYin,124071016307,23,data/video/canon/FuYin/124071016307.mp4,data/video/FuYin/124071016307_clip0023.mp4,220,309,89,24.0,24.0,490,576,1024,0,0.03724795952439308,audio_rms,active_segment_0_490
wangxing,FuYin,124071016307,24,data/video/canon/FuYin/124071016307.mp4,data/video/FuYin/124071016307_clip0024.mp4,230,319,89,24.0,24.0,490,576,1024,0,0.035882532596588135,audio_rms,active_segment_0_490
wangxing,FuYin,124071016307,25,data/video/canon/FuYin/124071016307.mp4,data/video/FuYin/124071016307_clip0025.mp4,240,329,89,24.0,24.0,490,576,1024,0,0.03582385554909706,audio_rms,active_segment_0_490
wangxing,FuYin,124071016307,26,data/video/canon/FuYin/124071016307.mp4,data/video/FuYin/124071016307_clip0026.mp4,250,339,89,24.0,24.0,490,576,1024,0,0.03590528294444084,audio_rms,active_segment_0_490
wangxing,FuYin,124071016307,27,data/video/canon/FuYin/124071016307.mp4,data/video/FuYin/124071016307_clip0027.mp4,260,349,89,24.0,24.0,490,576,1024,0,0.03550673648715019,audio_rms,active_segment_0_490
wangxing,FuYin,124071016307,28,data/video/canon/FuYin/124071016307.mp4,data/video/FuYin/124071016307_clip0028.mp4,270,359,89,24.0,24.0,490,576,1024,0,0.03442607820034027,audio_rms,active_segment_0_490
wangxing,FuYin,124071016307,29,data/video/canon/FuYin/124071016307.mp4,data/video/FuYin/124071016307_clip0029.mp4,280,369,89,24.0,24.0,490,576,1024,0,0.03462196886539459,audio_rms,active_segment_0_490
wangxing,FuYin,124071016307,30,data/video/canon/FuYin/124071016307.mp4,data/video/FuYin/124071016307_clip0030.mp4,290,379,89,24.0,24.0,490,576,1024,0,0.0336836501955986,audio_rms,active_segment_0_490
wangxing,FuYin,124071016307,31,data/video/canon/FuYin/124071016307.mp4,data/video/FuYin/124071016307_clip0031.mp4,300,389,89,24.0,24.0,490,576,1024,0,0.03260640799999237,audio_rms,active_segment_0_490
wangxing,FuYin,124071016307,32,data/video/canon/FuYin/124071016307.mp4,data/video/FuYin/124071016307_clip0032.mp4,310,399,89,24.0,24.0,490,576,1024,0,0.03241483494639397,audio_rms,active_segment_0_490
wangxing,FuYin,124071016307,33,data/video/canon/FuYin/124071016307.mp4,data/video/FuYin/124071016307_clip0033.mp4,320,409,89,24.0,24.0,490,576,1024,0,0.033606141805648804,audio_rms,active_segment_0_490
wangxing,FuYin,124071016307,34,data/video/canon/FuYin/124071016307.mp4,data/video/FuYin/124071016307_clip0034.mp4,330,419,89,24.0,24.0,490,576,1024,0,0.03810448944568634,audio_rms,active_segment_0_490
wangxing,FuYin,124071016307,35,data/video/canon/FuYin/124071016307.mp4,data/video/FuYin/124071016307_clip0035.mp4,340,429,89,24.0,24.0,490,576,1024,0,0.03835359960794449,audio_rms,active_segment_0_490
wangxing,FuYin,124071016307,36,data/video/canon/FuYin/124071016307.mp4,data/video/FuYin/124071016307_clip0036.mp4,350,439,89,24.0,24.0,490,576,1024,0,0.03766530007123947,audio_rms,active_segment_0_490
wangxing,FuYin,124071016307,37,data/video/canon/FuYin/124071016307.mp4,data/video/FuYin/124071016307_clip0037.mp4,360,449,89,24.0,24.0,490,576,1024,0,0.036978501826524734,audio_rms,active_segment_0_490
wangxing,FuYin,124071016307,38,data/video/canon/FuYin/124071016307.mp4,data/video/FuYin/124071016307_clip0038.mp4,370,459,89,24.0,24.0,490,576,1024,0,0.036993999034166336,audio_rms,active_segment_0_490
wangxing,FuYin,124071016307,39,data/video/canon/FuYin/124071016307.mp4,data/video/FuYin/124071016307_clip0039.mp4,380,469,89,24.0,24.0,490,576,1024,0,0.03699304908514023,audio_rms,active_segment_0_490
wangxing,FuYin,124071016307,40,data/video/canon/FuYin/124071016307.mp4,data/video/FuYin/124071016307_clip0040.mp4,390,479,89,24.0,24.0,490,576,1024,0,0.037112459540367126,audio_rms,active_segment_0_490
wangxing,FuYin,124071016307,41,data/video/canon/FuYin/124071016307.mp4,data/video/FuYin/124071016307_clip0041.mp4,400,489,89,24.0,24.0,490,576,1024,0,0.037185780704021454,audio_rms,active_segment_0_490
wangxing,FuYin,124071016307,42,data/video/canon/FuYin/124071016307.mp4,data/video/FuYin/124071016307_clip0042.mp4,401,490,89,24.0,24.0,490,576,1024,0,0.03705605864524841,audio_rms,active_segment_0_490_tail
wangxing,GouYi,124071016307,1,data/video/canon/GouYi/124071016307.mp4,data/video/GouYi/124071016307_clip0001.mp4,256,345,89,24.0,24.0,1466,576,1024,0,0.06474156677722931,audio_rms,active_segment_278_368
wangxing,GouYi,124071016307,2,data/video/canon/GouYi/124071016307.mp4,data/video/GouYi/124071016307_clip0002.mp4,266,355,89,24.0,24.0,1466,576,1024,0,0.07235930114984512,audio_rms,active_segment_278_368
wangxing,GouYi,124071016307,3,data/video/canon/GouYi/124071016307.mp4,data/video/GouYi/124071016307_clip0003.mp4,276,365,89,24.0,24.0,1466,576,1024,0,0.07775818556547165,audio_rms,active_segment_278_368
wangxing,GouYi,124071016307,4,data/video/canon/GouYi/124071016307.mp4,data/video/GouYi/124071016307_clip0004.mp4,286,375,89,24.0,24.0,1466,576,1024,0,0.07500741630792618,audio_rms,active_segment_278_368
wangxing,GouYi,124071016307,5,data/video/canon/GouYi/124071016307.mp4,data/video/GouYi/124071016307_clip0005.mp4,296,385,89,24.0,24.0,1466,576,1024,0,0.06509380042552948,audio_rms,active_segment_278_368
wangxing,GouYi,124071016307,6,data/video/canon/GouYi/124071016307.mp4,data/video/GouYi/124071016307_clip0006.mp4,301,390,89,24.0,24.0,1466,576,1024,0,0.060012806206941605,audio_rms,active_segment_278_368_tail
wangxing,GouYi,124071016307,7,data/video/canon/GouYi/124071016307.mp4,data/video/GouYi/124071016307_clip0007.mp4,415,504,89,24.0,24.0,1466,576,1024,0,0.0556366853415966,audio_rms,active_segment_443_476
wangxing,GouYi,124071016307,8,data/video/canon/GouYi/124071016307.mp4,data/video/GouYi/124071016307_clip0008.mp4,531,620,89,24.0,24.0,1466,576,1024,0,0.06529929488897324,audio_rms,active_segment_556_595
wangxing,GouYi,124071016307,9,data/video/canon/GouYi/124071016307.mp4,data/video/GouYi/124071016307_clip0009.mp4,641,730,89,24.0,24.0,1466,576,1024,0,0.061716895550489426,audio_rms,active_segment_665_705
wangxing,GouYi,124071016307,10,data/video/canon/GouYi/124071016307.mp4,data/video/GouYi/124071016307_clip0010.mp4,777,866,89,24.0,24.0,1466,576,1024,0,0.07543854415416718,audio_rms,active_segment_801_841
wangxing,GouYi,124071016307,11,data/video/canon/GouYi/124071016307.mp4,data/video/GouYi/124071016307_clip0011.mp4,850,939,89,24.0,24.0,1466,576,1024,0,0.07304470241069794,audio_rms,active_segment_872_973
wangxing,GouYi,124071016307,12,data/video/canon/GouYi/124071016307.mp4,data/video/GouYi/124071016307_clip0012.mp4,860,949,89,24.0,24.0,1466,576,1024,0,0.08059262484312057,audio_rms,active_segment_872_973
wangxing,GouYi,124071016307,13,data/video/canon/GouYi/124071016307.mp4,data/video/GouYi/124071016307_clip0013.mp4,870,959,89,24.0,24.0,1466,576,1024,0,0.08623114973306656,audio_rms,active_segment_872_973
wangxing,GouYi,124071016307,14,data/video/canon/GouYi/124071016307.mp4,data/video/GouYi/124071016307_clip0014.mp4,880,969,89,24.0,24.0,1466,576,1024,0,0.08844584226608276,audio_rms,active_segment_872_973
wangxing,GouYi,124071016307,15,data/video/canon/GouYi/124071016307.mp4,data/video/GouYi/124071016307_clip0015.mp4,890,979,89,24.0,24.0,1466,576,1024,0,0.07685421407222748,audio_rms,active_segment_872_973
wangxing,GouYi,124071016307,16,data/video/canon/GouYi/124071016307.mp4,data/video/GouYi/124071016307_clip0016.mp4,900,989,89,24.0,24.0,1466,576,1024,0,0.062381863594055176,audio_rms,active_segment_872_973
wangxing,GouYi,124071016307,17,data/video/canon/GouYi/124071016307.mp4,data/video/GouYi/124071016307_clip0017.mp4,906,995,89,24.0,24.0,1466,576,1024,0,0.0602085143327713,audio_rms,active_segment_872_973_tail
wangxing,GouYi,124071016307,18,data/video/canon/GouYi/124071016307.mp4,data/video/GouYi/124071016307_clip0018.mp4,1007,1096,89,24.0,24.0,1466,576,1024,0,0.09068543463945389,audio_rms,active_segment_1029_1118
wangxing,GouYi,124071016307,19,data/video/canon/GouYi/124071016307.mp4,data/video/GouYi/124071016307_clip0019.mp4,1017,1106,89,24.0,24.0,1466,576,1024,0,0.0928979367017746,audio_rms,active_segment_1029_1118
wangxing,GouYi,124071016307,20,data/video/canon/GouYi/124071016307.mp4,data/video/GouYi/124071016307_clip0020.mp4,1027,1116,89,24.0,24.0,1466,576,1024,0,0.10014590620994568,audio_rms,active_segment_1029_1118
wangxing,GouYi,124071016307,21,data/video/canon/GouYi/124071016307.mp4,data/video/GouYi/124071016307_clip0021.mp4,1037,1126,89,24.0,24.0,1466,576,1024,0,0.09694505482912064,audio_rms,active_segment_1029_1118
wangxing,GouYi,124071016307,22,data/video/canon/GouYi/124071016307.mp4,data/video/GouYi/124071016307_clip0022.mp4,1047,1136,89,24.0,24.0,1466,576,1024,0,0.08803660422563553,audio_rms,active_segment_1029_1118
wangxing,GouYi,124071016307,23,data/video/canon/GouYi/124071016307.mp4,data/video/GouYi/124071016307_clip0023.mp4,1051,1140,89,24.0,24.0,1466,576,1024,0,0.08336114883422852,audio_rms,active_segment_1029_1118_tail
wangxing,GouYi,124071016307,24,data/video/canon/GouYi/124071016307.mp4,data/video/GouYi/124071016307_clip0024.mp4,1168,1257,89,24.0,24.0,1466,576,1024,0,0.05938659608364105,audio_rms,active_segment_1197_1228
wangxing,GouYi,124071016307,25,data/video/canon/GouYi/124071016307.mp4,data/video/GouYi/124071016307_clip0025.mp4,1319,1408,89,24.0,24.0,1466,576,1024,0,0.06361690163612366,audio_rms,active_segment_1346_1380
wangxing,GouYi2,124071016307,1,data/video/canon/GouYi2/124071016307.mp4,data/video/GouYi2/124071016307_clip0001.mp4,237,326,89,24.0,24.0,1425,576,1024,0,0.05278681591153145,audio_rms,active_segment_265_298
wangxing,GouYi2,124071016307,2,data/video/canon/GouYi2/124071016307.mp4,data/video/GouYi2/124071016307_clip0002.mp4,302,391,89,24.0,24.0,1425,576,1024,0,0.051273513585329056,audio_rms,active_segment_328_365
wangxing,GouYi2,124071016307,3,data/video/canon/GouYi2/124071016307.mp4,data/video/GouYi2/124071016307_clip0003.mp4,410,499,89,24.0,24.0,1425,576,1024,0,0.051579784601926804,audio_rms,active_segment_438_471
wangxing,GouYi2,124071016307,4,data/video/canon/GouYi2/124071016307.mp4,data/video/GouYi2/124071016307_clip0004.mp4,519,608,89,24.0,24.0,1425,576,1024,0,0.05366193503141403,audio_rms,active_segment_541_729
wangxing,GouYi2,124071016307,5,data/video/canon/GouYi2/124071016307.mp4,data/video/GouYi2/124071016307_clip0005.mp4,529,618,89,24.0,24.0,1425,576,1024,0,0.058807577937841415,audio_rms,active_segment_541_729
wangxing,GouYi2,124071016307,6,data/video/canon/GouYi2/124071016307.mp4,data/video/GouYi2/124071016307_clip0006.mp4,539,628,89,24.0,24.0,1425,576,1024,0,0.06389952450990677,audio_rms,active_segment_541_729
wangxing,GouYi2,124071016307,7,data/video/canon/GouYi2/124071016307.mp4,data/video/GouYi2/124071016307_clip0007.mp4,549,638,89,24.0,24.0,1425,576,1024,0,0.06377989053726196,audio_rms,active_segment_541_729
wangxing,GouYi2,124071016307,8,data/video/canon/GouYi2/124071016307.mp4,data/video/GouYi2/124071016307_clip0008.mp4,559,648,89,24.0,24.0,1425,576,1024,0,0.061763912439346313,audio_rms,active_segment_541_729
